Word,Inverted List
depoimento,{(109 1) (99 2) (59 1) (38 1) (55 2) (120 1) (132 1) (65 1)}
sítio,{(38 2)}
juíza,{(112 1) (85 1) (38 1)}
obras,{(89 1) (106 1) (103 1) (38 1) (80 2)}
mudou,{(80 1) (93 1) (38 1) (70 1) (66 1)}
kafkaniana,{(38 1)}
respostas,{(99 2) (101 1) (38 1) (58 1)}
praticou,{(38 1)}
manutenção,{(80 1) (38 1) (91 1) (116 1)}
vazamento,{(39 1)}
bebianno,{(39 3)}
credor,{(39 1)}
esfriou,{(130 1) (39 1)}
deflagrada,{(39 1)}
trocou,{(95 1) (39 1)}
foto,{(109 1) (66 1) (98 1) (121 7) (61 1) (93 1) (55 1) (39 2)}
instagram,{(82 1) (90 3) (66 1) (39 1)}
colocou,{(55 1) (42 1) (39 1) (88 1) (115 1) (50 1)}
aparece,{(73 1) (57 1) (39 1) (121 2) (88 1) (95 1)}
fuzil,{(39 1)}
mirando,{(96 1) (39 1)}
alvo,{(88 2) (58 1) (39 1) (131 1) (100 1)}
paletó,{(39 1)}
discreto,{(39 1)}
sorriso,{(39 1)}
creio,{(40 1) (88 1) (130 1)}
blindar,{(40 1)}
insistir,{(40 1)}
aprová-la,{(40 1)}
brutalidade,{(40 1)}
duvido,{(40 1)}
crueldade,{(40 1) (58 1)}
bajulação,{(40 1)}
faça,{(40 1) (112 1) (129 1)}
desejo,{(40 1) (54 2) (97 1)}
depende,{(40 1) (53 1) (130 1)}
exclusivamente,{(40 1) (77 1)}
parcela,{(80 1) (94 1) (40 1) (116 1) (130 1)}
irritada,{(40 1)}
convencida,{(40 1)}
confrontar,{(40 1)}
atenções,{(40 1) (98 1)}
estará,{(40 1) (125 1) (123 1) (58 1)}
inapelavelmente,{(40 1)}
rendida,{(40 1)}
falangismo,{(40 1)}
esperando,{(40 1)}
matadouro,{(40 1)}
quererá,{(40 1)}
tropas,{(40 1)}
ex-capitão,{(40 1)}
aguerridas,{(40 1)}
sanguinárias,{(40 1) (103 1)}
posso,{(74 1) (40 1) (133 1) (66 1) (42 2)}
supor,{(40 1)}
cesar,{(40 1)}
ensinado,{(40 1)}
cachorros,{(40 1)}
sentem,{(40 1) (75 2)}
cheiro,{(40 1)}
deterioraram-se,{(40 1)}
dureza,{(40 1)}
cortes,{(40 1) (129 2)}
violentos,{(40 1)}
pensões,{(40 1) (130 1)}
parecia,{(40 1) (78 2) (99 1)}
prosperar,{(40 1)}
vulneradas,{(40 1)}
insensibilidade,{(40 1)}
intrínseca,{(40 1) (125 1)}
percepção,{(40 1) (74 1)}
injustiça,{(40 1) (101 1)}
opinião,{(131 2) (92 1) (89 1) (88 2) (74 1) (40 1)}
comparada,{(40 1)}
generosidade,{(40 1)}
tratadas,{(40 1)}
registrado,{(80 1) (56 1) (76 1) (124 1) (40 1) (99 1)}
cotidiano,{(40 1) (80 1) (100 1) (131 3)}
criado,{(40 1) (131 1) (130 1) (80 1) (78 1) (106 1) (55 1) (133 1) (86 1)}
resolverá,{(40 1)}
concessões,{(40 1)}
ligando,{(40 1) (131 1)}
fará,{(105 1) (58 1) (106 1) (40 1) (52 1)}
manter,{(77 1) (41 1) (71 1) (40 1) (131 1) (130 1) (112 1) (78 1) (74 1) (88 1)}
queixo,{(40 1)}
erguido,{(40 1)}
sozinho,{(40 1) (88 1) (58 2)}
pinheiro,{(40 1) (90 1)}
machado,{(40 1) (48 2)}
cocheiro,{(40 1)}
manifestantes,{(40 1)}
hostis,{(40 1)}
retirada,{(40 1) (124 1) (96 1)}
depressa,{(40 1)}
pareça,{(40 1)}
fuga,{(40 1)}
lutamos,{(41 1)}
liberdades,{(80 2) (131 2) (41 1)}
ferida,{(41 1)}
evocam,{(41 1)}
ditatorial,{(51 1) (41 1)}
cancelamento,{(41 1)}
diretas,{(97 2) (75 1) (41 1)}
cassação,{(41 1)}
stf,{(62 1) (101 4) (126 1) (41 1) (80 1) (78 1) (51 2) (74 1) (126 5)}
desencadearam,{(41 1)}
repressão,{(80 1) (78 1) (75 1) (41 1) (89 2) (97 1)}
greves,{(41 1)}
estudantis,{(131 2) (41 1)}
chão,{(78 1) (41 1) (55 1)}
afastamos,{(41 1)}
infelizmente,{(131 1) (41 1) (87 1)}
pacificado,{(41 1)}
tirou,{(53 2) (41 1) (119 1)}
novamente,{(129 1) (41 1) (55 1)}
sombrios,{(41 1)}
democratas,{(103 1) (41 1) (98 2)}
comprometidos,{(41 1)}
estarrecimento,{(41 1)}
descarados,{(41 1)}
distantes,{(72 1) (41 1)}
sonhada,{(41 1)}
2012,{(41 1) (48 2)}
ignorância,{(41 1) (137 1) (54 8) (89 1) (119 1) (88 1) (98 1)}
pacifica,{(41 1)}
mantêm,{(41 1)}
latentes,{(41 1)}
mágoas,{(41 2)}
rancores,{(41 1)}
desinformação,{(88 1) (125 1) (70 1) (41 1)}
ajuda,{(78 1) (75 1) (41 1)}
trânsito,{(41 1) (126 2) (78 2) (129 1) (97 1)}
duro,{(80 1) (104 1) (41 1)}
incansável,{(41 1)}
pagamos,{(131 1) (41 1)}
dor,{(41 2)}
sacrifício,{(41 1) (58 1)}
assistir,{(133 1) (92 1) (41 1)}
comemoração,{(41 1) (103 1)}
forjada,{(41 1)}
assassinadas,{(48 1) (89 1) (41 1)}
guardam,{(94 1) (41 1)}
rezar,{(41 1)}
iremos,{(41 1)}
resistir,{(41 1) (119 1)}
autoritarismo,{(88 1) (69 1) (41 1) (97 1)}
ódios,{(41 1)}
cheia,{(41 1)}
cidadania,{(131 2) (123 1) (41 1) (97 1)}
precisamos,{(41 1) (87 1) (104 1) (131 1) (66 1)}
lutar,{(56 1) (41 1) (65 1)}
solidário,{(130 2) (41 1) (130 1) (87 1)}
justo,{(88 1) (41 1)}
desigual,{(41 1)}
passagem,{(71 2) (42 1)}
azeredo,{(42 2)}
físico,{(108 1) (42 1) (74 1)}
profissional,{(78 1) (73 1) (137 1) (121 1) (42 1) (99 1)}
defensores,{(48 1) (62 1) (42 1) (103 1) (136 1) (85 1) (131 1)}
viam,{(42 1)}
potencial,{(42 1)}
diferentemente,{(42 1)}
michelle,{(42 1) (130 1)}
sampaio,{(42 1)}
ontem,{(124 1) (111 2) (42 1) (120 1) (100 1) (65 1) (121 2)}
demitida,{(42 1)}
afiliada,{(42 1)}
emagrecer,{(42 1)}
gestação,{(42 1)}
percebeu,{(58 1) (42 1)}
olharam,{(42 1)}
torto,{(42 1)}
gostasse,{(99 1) (42 1)}
baixar,{(133 1) (42 1)}
bola,{(131 1) (42 1)}
estilo,{(42 3) (97 1)}
envolvendo,{(42 1)}
aumentar,{(58 1) (131 1) (42 1) (55 1)}
oficialmente,{(48 1) (42 1)}
repreendido,{(42 1)}
dizer,{(58 1) (122 1) (101 6) (78 2) (111 1) (61 1) (92 2) (93 1) (42 1) (66 2) (88 1) (86 1) (51 1) (100 1) (63 1)}
afastar,{(42 1)}
questionei,{(42 1)}
perguntei,{(61 1) (42 1)}
desgraçar,{(42 1)}
saíram,{(80 1) (109 1) (51 2) (108 1) (42 1)}
notícias,{(78 1) (134 2) (124 1) (42 1) (100 1) (129 1) (95 1)}
amparado,{(42 1)}
carinho,{(88 1) (42 1)}
dava,{(99 2) (97 1) (42 1)}
falavam,{(78 1) (42 1)}
formalmente,{(42 1)}
café,{(42 1)}
duros,{(43 1)}
dirigidos,{(43 1)}
citá-lo,{(43 1)}
nominalmente,{(43 1)}
carnelós,{(43 1)}
rememorar,{(44 1)}
agitou,{(44 1)}
fantasmas,{(44 1) (69 2)}
assombrar,{(44 1)}
trevas,{(44 1)}
encontraram,{(48 1) (44 1)}
messias,{(44 1)}
suficientes,{(45 1) (70 1)}
últimas,{(45 1) (66 1) (129 1) (60 1) (57 1) (74 1) (101 1) (54 1) (100 1) (97 1)}
disputas,{(45 1) (70 1)}
dificultem,{(45 1)}
promete,{(45 1) (78 1)}
entenda,{(45 1)}
ajustar,{(45 1) (130 1)}
periodicamente,{(45 1)}
necessário,{(80 1) (45 2) (66 2) (88 1) (101 1) (116 1) (66 1)}
desenvolvidos,{(45 1)}
destruir,{(93 1) (54 1) (45 2)}
diagnóstico,{(45 1)}
procura-se,{(45 1)}
impor,{(45 1) (51 1) (106 3) (87 2)}
transformações,{(45 1)}
estruturais,{(45 1)}
manifestamente,{(45 1)}
sepultar,{(45 1)}
transitando-se,{(45 1)}
assistencialismo,{(45 1) (84 1)}
ultraliberal,{(45 1)}
implantação,{(45 1)}
introduzir,{(45 1)}
diretrizes,{(45 1) (110 1) (87 1) (131 1) (131 5)}
transitórias,{(45 1)}
verdadeira,{(45 1) (125 1) (89 1) (74 1) (103 1) (101 1)}
dezenas,{(45 1) (99 1) (125 1)}
fáceis,{(45 1)}
aprovadas,{(45 1) (131 1)}
exige,{(45 1) (106 1) (87 1) (101 1) (63 1)}
votações,{(45 2)}
busca-se,{(45 1)}
desconstitucionalizar,{(45 1)}
rechaçado,{(45 1)}
contundência,{(45 1)}
normativos,{(45 1) (101 1)}
provisórias,{(45 1)}
antecede,{(45 1)}
tormenta,{(45 1)}
fixa,{(45 2)}
desconsidera,{(45 1)}
composta,{(45 1)}
170,{(45 1)}
economicamente,{(80 1) (45 1)}
contempla,{(45 1)}
105,{(45 1) (86 1)}
trabalham,{(45 1) (78 1) (75 1) (131 1)}
carteira,{(56 1) (45 1) (72 2)}
vínculo,{(45 1) (78 1) (137 1) (55 2)}
precário,{(45 1)}
aproximadamente,{(45 1) (116 1) (85 1) (130 2)}
provavelmente,{(45 1) (121 1) (58 1) (103 1) (120 1) (101 1)}
ficarão,{(45 1)}
recebia,{(45 1) (130 1)}
747,{(45 1)}
vigente,{(45 1) (131 2)}
domiciliar,{(116 2) (45 1)}
1242,{(45 1)}
excludentes,{(45 1) (131 1)}
estima,{(45 1) (99 1)}
trilhão,{(45 1) (84 2) (60 1) (58 2)}
decorrem,{(45 1)}
subtração,{(45 1)}
privilegiados,{(45 1) (89 1)}
buscar,{(45 1) (126 1) (131 1) (69 1) (94 2) (84 1) (50 1)}
equidade,{(45 1) (131 2)}
classes,{(45 1) (125 1) (88 3) (75 1) (66 1)}
restringindo-se,{(45 1)}
concedidos,{(45 1)}
camadas,{(45 1)}
assista,{(46 1)}
laços,{(47 1)}
recordados,{(47 1)}
governamental,{(51 1) (47 1)}
1975,{(47 1)}
locução,{(47 1)}
cid,{(47 1)}
elogio,{(47 1)}
polícia,{(71 1) (85 1) (49 1) (48 2) (55 2) (48 1) (78 6) (78 1) (75 1) (80 1) (113 1) (120 3) (120 1) (68 1)}
civil,{(80 1) (51 2) (55 1) (120 1) (51 1) (48 2) (111 1)}
registrou,{(48 1) (112 1) (85 1) (114 1) (133 1)}
triplo,{(48 2)}
homicídio,{(48 2) (55 1)}
baião,{(48 1)}
pará,{(48 1) (48 3) (99 1) (55 1)}
atingida,{(48 1) (103 1)}
hidrelétrica,{(48 1)}
tucuruí,{(80 1) (48 2)}
pa,{(80 1) (48 2)}
coordenadora,{(48 2)}
atingidos,{(48 1) (131 1) (116 1)}
barragens,{(48 1)}
mab,{(48 6)}
2005,{(48 1) (137 2) (105 1)}
claudionor,{(48 1)}
costa,{(48 1) (77 1) (89 1) (56 1) (70 1)}
42,{(48 1)}
hilton,{(48 1)}
lopes,{(48 1) (99 1)}
casal,{(48 1) (57 1)}
assentamento,{(48 3) (55 1)}
salvador,{(88 1) (48 2)}
allende,{(48 1)}
usina,{(48 1)}
construída,{(48 1) (110 1)}
hidrelétricas,{(48 1) (80 1)}
itaipu,{(48 1) (80 1)}
monte,{(78 2) (48 2) (131 1)}
localiza-se,{(48 1)}
tocantins,{(48 1)}
310,{(48 1)}
km,{(48 2)}
belém,{(48 1)}
deslocadas,{(48 1)}
moradias,{(48 1)}
construção,{(48 1) (80 1) (87 1) (69 1) (97 1)}
compensação,{(48 1) (80 1)}
participou,{(48 1) (70 1)}
audiência,{(73 1) (48 1) (55 1) (88 1) (133 1) (68 1) (91 3) (114 1)}
pedia,{(48 1) (78 1) (55 1)}
atingidas,{(48 1) (80 1)}
colhidas,{(48 1)}
motocicletas,{(48 1)}
horas,{(48 1) (60 1) (121 2) (85 1) (100 1) (66 1)}
quinta,{(48 1) (68 1)}
funcionava,{(48 1) (55 1)}
ouviu-se,{(48 1)}
vizinhos,{(48 1)}
estranharam,{(48 1)}
hábito,{(48 1) (93 1)}
ônibus,{(48 1)}
parou,{(48 1)}
militante,{(48 2) (55 1)}
trabalhava,{(48 1)}
monitora,{(48 1)}
desembarcarem,{(48 1)}
corpos,{(48 1) (106 1) (103 1)}
amarradas,{(48 1)}
amordaçadas,{(48 1)}
levantados,{(48 1)}
investigadores,{(48 2)}
golpes,{(48 1)}
arma,{(48 1) (129 1) (55 1)}
faca,{(48 1)}
usada,{(48 1) (70 1)}
encontrada,{(48 1)}
perícia,{(48 1)}
garganta,{(48 1)}
cortada,{(48 1)}
marcas,{(48 1) (80 1) (112 1)}
lesões,{(48 1)}
corporais,{(48 1)}
trabalha,{(48 1) (78 3) (58 1)}
hipótese,{(48 1) (101 1) (129 1) (74 1)}
torturada,{(48 1)}
motivação,{(85 1) (100 1) (48 2)}
execução,{(48 1) (126 1) (99 1) (55 1)}
secretaria,{(64 1) (48 1) (55 1) (131 1) (49 1) (98 1)}
manifestou,{(48 1)}
específica,{(48 1) (129 1) (87 1)}
investigar,{(48 1) (85 1) (56 1) (120 1)}
fechar,{(48 1) (56 1) (130 1) (71 1)}
vivia,{(48 1) (88 2)}
antiga,{(48 1)}
ocupação,{(56 1) (85 2) (48 2)}
regularizada,{(48 1)}
incra,{(55 3) (51 2) (48 2) (55 1)}
suspeito,{(48 1) (120 1)}
sepultamento,{(48 1)}
castelo,{(48 1) (80 1) (51 1) (131 1)}
ma,{(48 1)}
município,{(48 1) (53 1) (131 4)}
helder,{(48 2)}
salomão,{(48 1)}
pt/es,{(48 1)}
minorias,{(48 1) (75 1) (100 1) (96 1)}
cdhm,{(48 1)}
barbalho,{(48 1)}
ualame,{(48 1)}
martins,{(48 1) (112 1) (121 1)}
procurador-geral,{(48 1)}
tomem,{(48 1) (64 1)}
providências,{(48 1)}
rápido,{(48 1) (137 1) (71 1)}
apurar,{(48 1)}
pretende,{(129 2) (48 1) (110 1) (122 1) (98 1) (58 2)}
tratar,{(48 1) (110 1) (124 1) (119 1)}
monitoramento,{(48 1)}
pastoral,{(48 1)}
cpt,{(48 1)}
ativista,{(48 1) (93 1) (105 1)}
assassinada,{(48 1) (97 1)}
amazônia,{(48 1) (80 3) (51 1)}
rodovia,{(48 1) (89 1)}
br-422,{(48 1)}
transcametá,{(48 1)}
fruto,{(48 1) (126 1) (88 1) (104 1) (116 1)}
fazenda,{(48 1) (55 3) (80 1) (86 1) (99 1)}
piratininga,{(48 1)}
mst,{(55 15) (48 2)}
despejo,{(48 1) (85 1)}
pistoleiros,{(48 1) (55 8)}
juntou,{(48 1)}
trabalhadoras,{(48 1) (74 1)}
fetraf,{(48 1)}
reivindicada,{(48 1)}
fazendeiro,{(48 1) (55 4)}
renato,{(48 1)}
constatar,{(48 1) (53 1)}
documentação,{(48 1) (89 1) (129 1)}
iniciou,{(48 1) (89 2) (82 1)}
destinar,{(48 1)}
lotes,{(48 1) (121 1) (55 1)}
lote,{(48 1) (121 2)}
dedicar,{(48 1)}
wilson,{(64 1) (49 1)}
damázio,{(49 3)}
ex-delegado,{(49 1)}
penitenciária,{(49 1)}
empossado,{(49 1)}
sérgio,{(126 1) (70 2) (89 1) (122 1) (119 1) (88 1) (49 1)}
vetou,{(131 2) (49 1)}
cientista,{(80 1) (104 1) (49 1)}
ilona,{(49 1)}
szabó,{(49 1)}
pernambuco,{(80 1) (57 1) (49 1) (75 1)}
dito,{(88 1) (101 1) (110 1) (49 1)}
barbaridades,{(49 1)}
fetiches,{(49 1)}
viatura,{(78 1) (49 1)}
conji,{(49 1)}
supõe-se,{(49 1)}
nomeação,{(49 1)}
acha,{(78 1) (49 1) (111 1) (71 1)}
normal,{(78 1) (66 3) (49 1)}
funcional,{(52 1) (49 1)}
comer,{(49 1) (66 4)}
camburão,{(49 1)}
pf,{(49 1) (58 1) (103 1)}
fh,{(50 1)}
reformou,{(50 3)}
estabelecendo,{(50 1)}
fator,{(86 1) (50 1)}
rpps,{(50 1)}
funpresp,{(50 1)}
fracassou,{(50 1)}
fracassar,{(50 1)}
joesley,{(50 1)}
day,{(50 1)}
jata,{(50 1)}
escolher,{(131 2) (106 1) (101 1) (129 1) (50 1)}
difíceis,{(50 1)}
exigem,{(106 1) (50 1)}
inteiro,{(50 1) (130 2)}
criminalizou,{(50 1)}
destruiu,{(77 1) (85 2) (50 1)}
procedimentos,{(99 1) (50 1)}
habituais,{(50 1)}
permitiam,{(50 1)}
legislativas,{(50 1)}
complexas,{(50 1)}
fortalece,{(50 1)}
patinando,{(50 1)}
aceita-se,{(50 1)}
virar,{(136 1) (88 3) (105 1) (50 1)}
consensos,{(50 1)}
andar,{(78 1) (103 1) (50 1) (71 1)}
precioso,{(50 1)}
130,{(51 1) (58 1)}
distribuídos,{(51 1)}
funções,{(131 2) (78 1) (101 1) (54 1) (51 1)}
níveis,{(51 2)}
gerência,{(51 1)}
áreas,{(80 1) (115 1) (75 1) (51 1) (70 1) (131 1)}
infraestrutura,{(115 1) (51 1)}
minas,{(51 1) (99 1)}
ciência,{(92 2) (51 1) (98 1)}
tecnologia,{(119 3) (51 1)}
etc,{(75 1) (54 1) (51 1) (100 1) (66 1)}
contagem,{(51 1) (71 1)}
estadão,{(72 1) (51 1)}
cúpula,{(51 1) (97 1)}
1964-1967,{(51 1)}
largada,{(51 1)}
somando,{(51 1)}
ocupam,{(51 1) (100 1)}
terceiro,{(77 1) (51 1) (87 1)}
escalões,{(51 1)}
chefias,{(51 1)}
diretorias,{(51 1)}
núcleos,{(51 1)}
presidências,{(51 1)}
índio,{(51 1)}
funai,{(51 1)}
rosa,{(101 4) (78 1) (121 1) (51 1) (131 1)}
cimiana,{(51 1)}
acompanhamento,{(51 1)}
casc,{(51 1)}
atua,{(51 2)}
passa,{(94 1) (123 1) (74 1) (119 1) (51 1) (131 1) (130 1)}
incompleta,{(51 1)}
considera,{(126 1) (92 1) (55 1) (104 1) (115 1) (51 1) (130 1)}
torquato,{(51 1)}
assessores,{(51 1) (106 1) (58 2)}
ligação,{(88 2) (51 1) (64 2)}
ocupando,{(51 1) (81 1)}
figueiredo,{(51 1) (97 1)}
1981-1985,{(51 1)}
quietos,{(51 1)}
armário,{(51 1)}
vinham,{(51 1)}
preparando,{(51 1)}
ex-perseguidos,{(51 1)}
perseguidos,{(51 1) (89 1) (119 1)}
preparamos,{(51 1)}
achamos,{(80 1) (51 1)}
virando,{(51 1)}
pune,{(51 1)}
resolvido,{(88 1) (51 1)}
resolve,{(51 1)}
assinala,{(51 1)}
historiadora,{(51 1)}
rita,{(51 4)}
fonteles,{(51 4)}
ceará,{(51 1)}
ufc,{(51 1)}
ala,{(83 2) (51 1) (88 2)}
suscita,{(51 1)}
traços,{(51 1)}
demarcam,{(51 1)}
detêm,{(51 1)}
ethos,{(51 1)}
costumes,{(51 1)}
hábitos,{(51 1) (66 1)}
hierarquia,{(88 1) (51 1)}
diversidade,{(51 1) (131 1) (87 1)}
convicções,{(51 1) (131 1)}
pluralidade,{(51 1) (106 1)}
opiniões,{(51 1) (92 1)}
tolher,{(51 1) (129 1)}
posicionamentos,{(51 1)}
resgata,{(51 1) (52 1)}
manifestado,{(51 1) (119 1)}
villas,{(51 2)}
bôas,{(51 2)}
pedidos,{(80 1) (51 1) (75 1)}
habeas,{(78 1) (51 1) (52 1)}
corpus,{(78 1) (51 1) (52 1)}
gsi,{(51 1)}
sugeriu,{(51 1) (95 1)}
cogitado,{(51 1)}
intervir,{(51 1)}
petista,{(121 1) (58 1) (56 1) (53 1) (51 1)}
incendiou,{(88 1) (51 1)}
repudiada,{(51 1)}
maciça,{(51 1)}
inadequada,{(51 1)}
sinta,{(107 1) (51 1)}
ameaçada,{(51 1) (66 2)}
analisando,{(51 1)}
sublinha,{(51 1)}
cunho,{(51 1) (68 1)}
atuar,{(80 1) (51 1) (122 1) (55 1)}
práticas,{(80 1) (54 1) (51 1) (70 1)}
autoritárias,{(131 2) (51 1)}
momentos,{(51 1) (85 1) (115 1) (101 1) (66 1) (111 1)}
insurreições,{(51 1)}
natureza,{(64 1) (94 1) (66 2) (51 1) (58 3)}
democrática,{(55 1) (66 3) (103 1) (71 1) (51 1) (66 1)}
cita,{(80 1) (51 2)}
figura,{(137 1) (58 1) (103 1) (51 1) (71 2) (98 1)}
carlos,{(104 1) (115 1) (99 1) (131 1) (124 1) (89 1) (55 1) (88 1) (51 1)}
prestes,{(51 2)}
tenente,{(51 1)}
liderou,{(51 1)}
crítico,{(54 1) (51 1) (123 1) (74 1)}
lutava,{(51 1)}
secreto,{(51 1) (129 1)}
primário,{(51 1)}
frisa,{(51 1)}
enquadrariam,{(51 1)}
situado,{(64 1) (51 1)}
espectro,{(51 1)}
elite,{(54 1) (51 1) (58 1) (74 1)}
demarcação,{(51 1) (55 1)}
terras,{(91 1) (66 3) (137 1) (51 3) (55 1)}
defendem,{(96 1) (51 1) (106 1) (58 1)}
predatória,{(51 1)}
combatem,{(51 1)}
desacreditam,{(51 1)}
exemplifica,{(51 1)}
embalo,{(115 1) (51 1)}
mobiliza,{(51 1)}
travar,{(51 1)}
oxigena,{(51 1)}
caminham,{(51 1)}
militarização,{(80 1) (51 1)}
expansão,{(51 1)}
neoliberais,{(51 1)}
vêm,{(109 1) (78 1) (110 1) (89 1) (51 1) (131 1) (66 1)}
colocadas,{(51 1)}
traçar,{(51 1)}
paralelo,{(51 1)}
ditatoriais,{(51 1)}
ideário,{(51 1)}
grifa,{(51 1)}
ostensiva,{(51 1)}
vive,{(51 1) (100 1) (89 1) (66 1)}
contradição,{(126 1) (51 1)}
sustentação,{(94 1) (51 1) (101 2)}
patriotismo,{(51 1)}
típico,{(51 1)}
militarismo,{(51 1)}
divergem,{(51 1)}
servindo,{(51 1) (52 1)}
elites,{(88 1) (51 1)}
baseado,{(51 1) (105 1)}
doutrina,{(51 1)}
claros,{(51 1)}
caros,{(51 1)}
certo,{(137 1) (115 1) (78 2) (80 2) (66 1) (92 1) (130 2) (88 1) (133 1) (51 1) (129 1)}
antônio,{(64 1) (52 1) (55 1)}
ithié,{(52 2)}
revogou,{(52 1)}
preventivas,{(126 1) (52 1)}
investigados,{(52 2)}
detidos,{(75 2) (52 1)}
vala,{(52 1)}
justiciamento,{(52 1)}
voga,{(52 1)}
básicos,{(88 1) (52 1)}
conceitos,{(52 1) (137 1) (103 1)}
garantias,{(123 1) (130 1) (101 1) (52 1) (129 4)}
impetrado,{(52 1)}
julgado,{(129 2) (93 1) (52 1) (126 4)}
colegiada,{(52 1)}
27,{(56 1) (86 1) (99 1) (52 1)}
bastou,{(52 1)}
apurada,{(52 1)}
entendesse,{(108 1) (52 1)}
justificavam,{(52 1)}
minuto,{(52 2)}
prevendo,{(52 1)}
antemão,{(52 1) (129 1)}
malta,{(52 1)}
torquemadas,{(52 1)}
especializaram,{(52 1)}
linchar,{(52 1)}
reputações,{(52 1)}
submetam,{(52 1)}
sanha,{(52 1)}
punitivista,{(52 1)}
cavaleiros,{(52 1)}
togados,{(52 1)}
entendidos,{(52 1)}
apressa,{(52 1)}
declarar-se,{(52 1)}
flagrante,{(120 2) (74 1) (120 1) (126 2) (52 1)}
recorrente,{(52 1)}
juízes,{(52 2) (70 1) (70 5) (58 1)}
utilizarem-se,{(52 1)}
prerrogativas,{(52 1)}
função,{(52 2) (78 1) (100 1) (55 1)}
agindo,{(115 1) (52 1)}
indisfarçada,{(52 1)}
solapados,{(52 1)}
gangue,{(52 1)}
resolveram,{(52 1) (97 1)}
negligenciar,{(52 1)}
arrepio,{(52 1)}
reza,{(52 1)}
5°,{(110 1) (52 1)}
inciso,{(52 1)}
lvii,{(52 1)}
todavia,{(54 1) (52 1)}
presunção,{(62 1) (52 1) (101 2)}
garantida,{(131 1) (52 1)}
julgam,{(108 1) (52 1)}
dever,{(52 1)}
ironia,{(64 1) (52 1)}
açodamento,{(52 1)}
agem,{(52 1)}
reste,{(52 1)}
provada,{(52 1)}
soltura,{(52 1)}
negada,{(52 1) (55 1)}
transcende,{(52 1)}
legalmente,{(126 1) (52 1) (129 1)}
solto,{(52 1)}
ilegalmente,{(52 1) (137 1)}
pesos,{(52 1) (66 1)}
baseiam,{(52 1)}
estarão,{(112 1) (52 1) (58 1)}
evidência,{(52 1)}
cela,{(99 1) (52 1)}
mantê-lo,{(52 1)}
cabal,{(52 1)}
definitiva,{(112 1) (52 1)}
operadores,{(52 1)}
deputada,{(126 1) (78 1) (53 8) (53 1) (98 1) (58 2)}
caroline,{(53 1)}
campagnolo,{(53 2)}
diárias,{(53 1) (53 8)}
assembleia,{(64 1) (56 2) (53 1) (54 1) (53 2)}
legislativa,{(56 1) (53 1) (64 1)}
datas,{(53 3)}
coincidem,{(53 1)}
lançamento,{(53 4) (91 1) (87 1) (133 1) (66 1)}
feminismo,{(53 1) (66 1)}
perversão,{(53 1)}
subversão,{(53 1)}
cruzando,{(53 1)}
disponibilizada,{(53 1)}
portal,{(120 1) (53 1)}
casos,{(80 1) (110 1) (89 1) (88 1) (53 1) (131 1) (129 1)}
chapecó,{(53 1) (53 3)}
criciúma,{(53 3)}
fraiburgo,{(53 1) (53 2)}
guaramirim,{(53 3)}
itajaí,{(53 1) (53 2)}
itapoá,{(53 2)}
cometido,{(53 1)}
lançamentos,{(53 2)}
santa,{(53 1) (131 1) (100 1) (101 1)}
catarina,{(53 1)}
coincidência,{(53 1)}
emissão,{(53 1) (55 1)}
recente,{(53 1) (116 1) (69 1) (121 1)}
diária,{(53 4) (110 1)}
335,{(53 1)}
210,{(53 1)}
apurou,{(53 1)}
isolado,{(53 1)}
solicitou,{(53 1)}
1340,{(53 1)}
roteiro,{(53 1) (86 1)}
lages,{(53 1)}
lebon,{(53 1)}
régis,{(53 1)}
lançado,{(78 1) (53 2) (110 1) (87 1)}
consta,{(53 1) (126 1) (101 1) (98 1)}
cobrança,{(53 4)}
águas,{(53 1)}
xanxerê,{(53 1)}
2010,{(53 1) (78 1)}
batem,{(53 1)}
balneário,{(53 1)}
camboriú,{(53 1)}
desembolsou,{(53 1)}
1005,{(53 1)}
acompanhadas,{(53 1)}
proporcionais,{(53 1)}
praxe,{(53 1)}
serviço,{(80 1) (110 1) (122 1) (53 1) (99 1) (133 2) (55 2)}
reunião/visita,{(53 1)}
lideranças/entidades,{(53 1)}
representação,{(53 1) (131 1)}
prefeituras/câmaras,{(53 1)}
vereadores,{(53 1) (131 1) (131 3)}
realizando,{(53 1) (61 1)}
eventos,{(53 1) (131 1) (129 1)}
roteiros,{(53 1)}
cumpriu,{(53 1)}
atribuições,{(53 1)}
encerramento,{(56 1) (53 1)}
expediente,{(53 1)}
pegas,{(53 1)}
agendas,{(53 1)}
considerasse,{(53 1)}
errado,{(53 1) (78 1) (101 1) (119 1)}
gerenciado,{(53 1)}
acrescentou,{(53 1) (121 1) (71 1)}
áudio,{(64 1) (53 1)}
disponível,{(136 1) (53 1) (133 1)}
íntegra,{(53 1) (78 1)}
permeada,{(53 1)}
ataques,{(75 1) (76 1) (60 1) (53 1) (100 1)}
satisfeita,{(53 1)}
completou,{(64 1) (76 1) (56 1) (53 1) (99 1)}
repetir,{(53 1) (95 1) (71 1)}
gravação,{(53 1)}
identifico,{(53 1)}
conceder,{(53 1)}
responde,{(53 1) (93 1) (58 1)}
inaudível,{(53 1)}
conversa,{(107 1) (124 1) (55 1) (53 1) (131 1) (133 1)}
analfabeto,{(54 3)}
ouve,{(54 1)}
participa,{(54 1)}
feijão,{(54 1)}
